F0_01-0_1,F0_1-0_2,F0_2-0_5,F0_5-1,F1-2,F2-4,F4-8,F8-16,F16-25,F25-35,F35-50,F50-63,F63-75,F75-88,F88-105,F105-125,F125-150,F150-177,F177-210,F210-250,F250-300,F300-354,F354-420,F420-500,F500-600,F600-707,F707-850,F850-1000,F1000-1190,F1190-1410,F1410-1680,F1680-2000,Kf,lithoclass
0.0,0.0,0.0,0.0,0.0,0.0,0.098705,0.360677,0.247211,0.203496,0.262867,0.229179,0.235418,0.265155,0.314993,0.34121,0.567951,0.908226,1.270492,1.346033,2.023613,5.448754,11.460146,19.445943,22.873452,16.935665,10.85945,3.978312,0.323051,0.0,0.0,0.0,26.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000249,0.319536,0.509769,0.14996,0.254488,4.50797,12.12039,23.127497,27.531642,18.806174,10.83667,1.797535,0.038119,0.0,0.0,0.0,61.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090677,0.139418,0.228123,0.63834,1.474533,2.911136,4.593374,6.868745,9.173117,15.609766,18.358863,20.21227,14.708115,4.840811,0.152712,66.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024478,0.243833,0.714265,1.707831,3.342403,5.975144,8.347786,13.37953,14.888484,17.272448,15.595538,12.27661,6.231651,86.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008193,0.105121,0.114409,0.166866,0.209392,0.286579,0.391549,0.646569,0.937202,1.148072,1.191477,2.090727,4.739405,10.238699,14.415846,19.535281,16.605504,13.791778,8.321832,3.96772,1.087781,190.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.185036,0.411943,0.405101,0.48412,0.919654,0.894042,0.907934,1.175048,1.91733,2.734609,3.895567,4.468904,5.370969,5.868819,6.447651,6.550226,7.829914,8.90947,9.666896,8.602559,8.900712,6.553688,4.672612,2.086798,0.140398,0.0,77.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020544,0.107388,0.16553,0.221686,0.25412,0.182166,0.088641,0.010971,0.208765,0.48102,0.657486,0.894283,2.829913,7.445789,17.961888,22.678627,24.579274,16.643302,4.446901,0.121705,150.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010649,0.127172,0.303599,0.281333,0.551142,2.873411,7.711739,17.610409,21.181857,22.673519,16.443846,7.954294,2.277032,110.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02796,0.175547,0.487021,0.924602,1.50473,1.756037,2.028441,2.028118,1.872848,1.850038,3.387307,7.043101,12.643362,14.90218,16.99422,12.262333,9.127681,5.615809,3.591803,1.776862,66.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005307,0.085129,0.128876,0.249406,0.362153,0.487564,0.520466,0.608167,0.652987,0.667783,0.843994,1.970175,5.312805,10.816321,14.983605,20.284221,17.519444,14.718566,8.378788,1.385348,0.018895,62.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079103,0.321482,0.412225,2.004668,3.514037,4.027273,4.7173,6.65415,8.780226,12.289163,13.533403,14.311968,12.076666,8.686207,5.034949,2.921739,0.635441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,zm
0.0,0.0,0.0,0.0,0.0,0.0,0.028957,0.337973,0.375177,0.489369,2.051644,3.406732,3.832048,4.5431,6.63599,8.966498,12.351477,13.109069,13.503489,11.425546,8.431582,5.057771,3.087515,1.059417,0.033592,0.02462,0.477041,0.594551,0.176842,0.0,0.0,0.0,0.8300000000000001,zm
0.0,0.0,0.0,0.0,0.0,0.0,0.181083,0.424856,0.392942,0.318949,0.802973,0.798788,1.090307,2.958031,7.147959,13.453625,18.983199,17.911649,15.009034,9.890729,5.11476,2.284166,1.156887,0.245395,0.013916,0.611588,0.939692,0.269473,0.0,0.0,0.0,0.0,4.7,zm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149736,0.289566,0.298074,0.586018,0.749956,0.961443,1.622971,3.545317,6.394387,10.206672,11.419293,11.992431,10.71505,9.388254,7.724212,7.29769,5.924605,4.167599,2.794081,2.335048,1.23418,0.203418,0.0,0.0,0.0,4.3,zm
0.0,0.0,0.0,0.6874,0.012574,0.0,0.0,0.0,0.075611,0.176349,0.715817,1.636682,2.105167,2.641211,4.188064,6.648318,11.111832,13.785617,15.85284,14.566628,11.335489,6.774986,3.922525,1.039204,0.01245,0.036545,0.760798,0.704745,0.155257,0.0,0.388613,0.665278,0.9300000000000002,zm
0.0,0.0,0.0,0.0,0.0,0.0,0.173582,0.026499,0.073106,0.156235,0.645326,1.445294,1.735019,2.002295,2.991864,4.856354,8.763124,11.855626,15.023186,15.584121,13.984047,9.512239,6.206712,2.718656,0.548816,0.45375,0.80917,0.395654,0.039325,0.0,0.0,0.0,1.5,zm
0.0,0.0,0.222641,1.658672,1.221293,2.320532,3.511492,5.23062,5.442293,5.710621,8.891613,6.902381,4.808931,3.705309,3.278055,2.586801,2.769665,3.540386,5.237796,6.357641,6.839844,5.841277,5.013234,3.501078,2.129155,1.367265,1.220028,0.611524,0.079851,0.0,0.0,0.0,0.00027,kz
0.0,0.0,0.401851,2.641378,2.590433,4.711919,6.72544,8.743271,8.013532,8.557096,13.541947,11.107326,8.531669,7.184333,6.400956,3.968896,1.817805,0.72895,0.995451,1.125587,0.985233,0.725011,0.464793,0.037125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,kz
0.0,0.02,0.06,0.11,0.14,0.09,0.08,0.1,0.07,0.06,0.09,0.08,0.09,0.12,0.23,0.36,0.57,1.03,2.07,4.85,9.86,13.61,17.01,17.11,14.52,8.14,5.2,2.06,1.22,0.69,0.32,0.05,31.0,zg
0.0,0.0,0.05,0.59,0.86,0.6,0.65,0.96,1.22,1.58,3.2,5.31,9.09,14.09,20.13,19.74,15.62,4.44,1.4,0.14,0.13,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,zf
0.0,0.0,0.64,1.72,2.99,3.41,5.41,14.2,15.71,11.71,11.03,6.98,5.21,4.75,4.78,4.09,3.34,1.77,1.26,0.66,0.32,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,kz
0.0,0.01,0.04,0.06,0.09,0.08,0.08,0.1,0.07,0.06,0.07,0.05,0.05,0.05,0.09,0.14,0.25,0.48,0.85,1.56,2.65,3.67,5.28,7.45,10.06,11.01,14.2,13.36,13.44,9.55,4.29,0.88,44.0,zg
0.0,0.17,0.82,1.73,3.09,3.95,5.35,8.5,7.82,7.37,9.92,7.84,6.51,6.25,6.67,6.15,5.61,3.67,3.12,2.26,1.61,0.89,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,v
0.0,0.02,0.07,0.14,0.19,0.14,0.15,0.15,0.11,0.11,0.15,0.13,0.15,0.21,0.43,0.74,1.28,2.43,4.66,9.74,17.47,20.05,20.6,13.52,5.87,1.18,0.31,0.02,0.0,0.0,0.0,0.0,19.0,zg
0.0,0.03,0.09,0.18,0.3,0.3,0.32,0.34,0.25,0.22,0.31,0.27,0.28,0.37,0.7,1.22,2.22,4.14,7.15,12.05,17.18,17.43,16.9,10.99,5.22,1.32,0.23,0.01,0.0,0.0,0.0,0.0,15.0,zg
0.0,0.33,1.49,2.95,6.3,12.18,13.77,9.73,6.99,6.37,8.02,5.44,3.77,3.09,2.8,2.34,2.02,1.47,1.5,1.52,1.65,1.6,1.79,1.59,0.93,0.29,0.05,0.0,0.0,0.0,0.0,0.0,42.0,v
0.0,0.04,0.15,0.31,0.54,0.58,0.73,0.97,0.76,0.65,0.82,0.71,0.87,1.57,4.12,7.45,12.22,14.7,16.63,14.8,10.43,4.96,2.91,1.45,0.93,0.44,0.25,0.03,0.0,0.0,0.0,0.0,13.0,zm
0.0,0.0,0.38,0.9,1.69,2.07,2.04,2.95,3.26,3.51,4.68,3.76,3.51,3.95,5.21,5.87,6.87,6.63,7.4,7.79,8.1,6.74,6.17,4.13,1.9,0.42,0.06,0.0,0.0,0.0,0.0,0.0,11.0,v
0.0,0.0,0.39,1.37,2.63,3.3,4.94,4.35,2.97,2.93,5.93,7.72,9.09,10.75,12.82,11.62,9.52,4.41,2.54,0.97,0.45,0.36,0.34,0.28,0.21,0.1,0.01,0.0,0.0,0.0,0.0,0.0,13.0,v
0.0,0.03,0.11,0.22,0.38,0.41,0.49,0.54,0.39,0.33,0.51,0.51,0.57,0.77,1.37,2.23,3.8,6.41,10.19,15.12,18.66,15.73,12.57,6.0,2.16,0.42,0.07,0.0,0.0,0.0,0.0,0.0,11.0,zm
0.0,0.02,0.08,0.16,0.21,0.15,0.17,0.17,0.12,0.11,0.15,0.14,0.15,0.21,0.39,0.61,1.04,3.28,8.07,17.98,25.2,20.86,14.04,4.76,1.49,0.34,0.1,0.01,0.0,0.0,0.0,0.0,17.0,zm
0.0,0.36,1.58,3.9,8.46,11.64,13.5,13.17,8.2,6.23,7.47,5.35,4.09,3.73,3.8,3.3,2.72,1.36,0.81,0.29,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,k
0.0,0.01,0.04,0.08,0.14,0.14,0.15,0.15,0.11,0.09,0.11,0.07,0.06,0.07,0.14,0.22,0.38,0.72,1.37,2.73,4.73,6.16,8.08,10.39,13.62,14.32,16.24,11.11,6.17,2.03,0.35,0.01,42.0,zg
0.0,0.01,0.07,0.16,0.23,0.18,0.18,0.21,0.14,0.05,0.0,0.0,0.0,0.01,0.23,1.3,3.74,7.13,10.48,12.9,13.38,10.28,9.36,7.9,7.0,4.82,4.04,2.29,1.68,1.17,0.79,0.24,13.0,zg
0.0,0.02,0.07,0.15,0.23,0.21,0.23,0.23,0.16,0.15,0.24,0.25,0.27,0.37,0.79,1.72,3.65,6.83,10.07,12.33,12.68,9.83,9.17,8.08,7.47,5.35,4.56,2.48,1.48,0.73,0.2,0.02,11.0,zg
0.0,0.02,0.07,0.15,0.23,0.2,0.21,0.28,0.25,0.28,0.41,0.34,0.29,0.33,0.52,0.85,1.53,3.02,5.4,9.2,13.08,13.72,14.77,13.4,11.0,5.95,3.35,0.91,0.13,0.01,0.0,0.09,13.0,zg
0.0,0.02,0.13,0.37,0.61,0.57,0.58,0.6,0.41,0.38,0.62,0.58,0.65,1.12,3.44,7.38,13.61,17.73,20.25,16.73,8.99,2.7,1.23,0.6,0.43,0.23,0.06,0.0,0.0,0.0,0.0,0.0,5.0,zm
0.0,0.01,0.11,0.31,0.47,0.36,0.34,0.34,0.26,0.28,0.5,0.52,0.67,1.27,3.61,6.97,12.03,15.2,17.6,16.24,11.79,5.64,3.21,1.4,0.67,0.16,0.04,0.0,0.0,0.0,0.0,0.0,4.5,zm
0.0,0.0,0.05,0.56,0.96,0.97,1.07,1.19,1.05,1.26,2.88,4.03,5.29,7.29,11.22,13.35,15.53,12.46,10.39,5.41,1.96,0.61,0.61,0.54,0.49,0.35,0.3,0.15,0.02,0.0,0.0,0.0,2.3,zf
0.0,0.01,0.06,0.14,0.21,0.19,0.18,0.19,0.14,0.12,0.17,0.16,0.15,0.18,0.3,0.5,0.88,1.61,2.8,5.15,9.39,13.61,18.22,20.06,16.5,6.51,2.41,0.17,0.01,0.0,0.0,0.0,27.0,zg
0.0,0.01,0.08,0.2,0.28,0.2,0.19,0.19,0.15,0.16,0.32,0.35,0.38,0.5,0.91,1.62,3.06,5.76,9.45,14.09,17.38,15.24,13.35,8.45,4.82,1.9,0.82,0.12,0.01,0.0,0.0,0.0,11.0,zm
0.0,0.01,0.06,0.15,0.2,0.12,0.12,0.13,0.09,0.09,0.15,0.15,0.18,0.27,0.57,1.09,2.12,4.14,6.96,10.76,13.96,13.24,12.82,10.01,7.74,4.95,4.3,2.63,1.83,0.84,0.28,0.04,14.0,zg
0.0,0.02,0.09,0.21,0.37,0.43,0.54,0.6,0.44,0.39,0.51,0.39,0.36,0.44,0.78,1.25,2.08,3.13,4.58,6.46,8.33,8.33,8.98,8.79,8.9,7.62,8.21,6.31,5.28,3.46,2.12,0.62,21.0,zg
0.0,0.0,0.14,0.41,0.49,0.17,0.09,0.11,0.18,0.36,1.5,2.87,4.18,5.99,9.6,12.08,15.18,14.18,13.61,9.33,4.8,1.75,1.08,0.79,0.63,0.28,0.16,0.02,0.0,0.0,0.0,0.0,0.7400000000000001,zf
0.0,0.0,0.15,0.45,0.55,0.21,0.12,0.17,0.26,0.65,2.58,3.78,4.46,5.52,8.13,10.21,13.18,13.21,13.58,10.57,6.47,2.69,1.55,0.85,0.5,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.52,zm
0.0,0.01,0.07,0.17,0.25,0.2,0.2,0.2,0.15,0.15,0.25,0.24,0.25,0.35,0.79,1.63,3.22,5.55,8.32,11.45,14.09,13.31,13.29,10.87,8.09,4.01,2.21,0.61,0.09,0.0,0.0,0.0,11.0,zg
0.0,0.01,0.06,0.14,0.21,0.18,0.19,0.19,0.13,0.09,0.1,0.08,0.09,0.13,0.25,0.45,0.84,1.83,3.87,8.6,15.11,17.47,18.8,15.15,9.88,4.0,1.94,0.2,0.01,0.0,0.0,0.0,20.0,zg
0.0,0.01,0.06,0.12,0.16,0.11,0.11,0.1,0.07,0.07,0.09,0.07,0.08,0.11,0.23,0.4,0.7,1.41,2.78,5.81,10.49,13.33,16.05,16.49,14.72,8.58,5.21,1.64,0.67,0.26,0.07,0.01,24.0,zg
0.0,0.01,0.07,0.18,0.24,0.16,0.17,0.16,0.11,0.09,0.14,0.13,0.15,0.21,0.4,0.77,1.59,3.8,7.35,13.4,18.98,18.69,17.26,10.06,4.36,1.1,0.39,0.03,0.0,0.0,0.0,0.0,14.0,zg
0.0,0.01,0.07,0.18,0.25,0.19,0.17,0.15,0.1,0.08,0.13,0.13,0.15,0.21,0.42,0.88,1.99,4.88,9.24,16.02,20.79,18.38,14.63,6.96,2.87,0.79,0.28,0.02,0.0,0.0,0.0,0.0,16.0,zm
0.0,0.0,0.12,0.65,1.14,1.19,1.42,1.51,1.15,1.09,2.16,3.5,5.57,8.68,14.05,16.16,17.25,11.09,7.41,2.83,1.02,0.47,0.46,0.5,0.49,0.08,0.01,0.0,0.0,0.0,0.0,0.0,1.4,zf
0.0,0.01,0.11,0.29,0.38,0.2,0.17,0.2,0.19,0.25,0.55,0.86,1.46,2.62,5.35,7.83,11.04,11.94,13.28,12.66,10.98,7.32,5.67,3.43,2.0,0.78,0.4,0.05,0.0,0.0,0.0,0.0,5.1,zm
0.0,0.02,0.08,0.18,0.23,0.16,0.16,0.17,0.11,0.1,0.14,0.13,0.15,0.23,0.51,0.95,1.78,3.39,5.95,10.62,16.25,17.52,18.11,13.28,7.11,1.96,0.67,0.05,0.0,0.0,0.0,0.0,5.0,zg
0.0,0.01,0.07,0.16,0.2,0.12,0.11,0.1,0.07,0.07,0.12,0.12,0.15,0.24,0.5,0.91,1.66,3.12,5.55,10.16,16.16,17.85,18.81,13.86,7.27,1.94,0.64,0.04,0.0,0.0,0.0,0.0,11.0,zg
0.0,0.02,0.1,0.22,0.3,0.21,0.2,0.21,0.16,0.15,0.25,0.27,0.31,0.45,1.02,2.26,4.83,9.21,13.76,17.05,17.19,11.74,8.68,5.04,3.24,1.69,1.07,0.3,0.08,0.01,0.0,0.0,1.5,zm
0.0,0.02,0.08,0.16,0.21,0.15,0.16,0.17,0.13,0.13,0.23,0.22,0.23,0.3,0.57,1.08,2.16,4.43,7.5,11.49,14.72,13.98,13.77,10.96,8.07,4.24,2.78,1.14,0.6,0.26,0.07,0.0,11.0,zg
0.0,0.02,0.05,0.08,0.12,0.11,0.12,0.13,0.1,0.09,0.12,0.11,0.12,0.15,0.3,0.52,0.92,1.64,2.7,4.34,6.3,7.13,8.38,8.91,9.28,8.11,9.38,8.57,9.28,7.59,4.15,1.2,54.0,zg
0.0,0.01,0.03,0.05,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.02,0.02,0.02,0.04,0.06,0.1,0.17,0.31,0.64,1.37,2.84,5.82,12.21,19.8,20.93,20.55,10.32,3.66,0.63,0.06,0.0,66.0,zg
0.0,0.55,1.71,3.2,5.81,7.62,11.07,16.26,13.57,10.39,9.69,5.48,3.59,2.93,2.62,2.09,1.64,0.87,0.59,0.29,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041,kz
0.0,0.65,2.06,4.13,7.87,9.94,13.53,19.98,15.57,10.05,7.23,3.15,1.57,1.02,0.74,0.57,0.51,0.41,0.42,0.33,0.22,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.900000000000001e-05,k
0.0,0.68,2.18,4.37,8.35,10.77,15.86,21.52,13.9,7.88,5.85,2.93,1.72,1.27,1.0,0.73,0.53,0.26,0.17,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3e-05,k
0.0,0.0,0.54,1.3,2.27,2.42,3.26,4.99,6.49,9.21,16.43,13.86,10.82,8.94,7.22,5.08,3.38,1.6,1.16,0.65,0.33,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,kz
0.0,0.48,1.64,3.45,6.76,8.88,12.13,15.65,11.82,9.3,9.71,5.78,3.68,2.8,2.35,1.91,1.63,1.02,0.74,0.23,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,kz
0.0,0.59,1.96,4.13,8.26,10.95,14.99,18.47,12.84,8.61,6.87,3.2,1.8,1.47,1.56,1.45,1.24,0.64,0.51,0.31,0.15,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7e-05,k
0.0,0.22,0.84,1.77,3.22,3.92,6.41,12.68,15.02,15.77,16.94,8.61,4.41,2.75,1.96,1.51,1.31,0.91,0.82,0.56,0.33,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00093,kz
0.0,0.18,0.74,1.56,2.8,3.36,5.38,10.13,12.74,15.47,19.41,10.68,5.53,3.31,2.18,1.61,1.39,1.08,1.06,0.8,0.41,0.14,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,kz
0.0,0.0,0.07,0.22,0.25,0.08,0.05,0.08,0.1,0.13,0.3,0.36,0.48,0.98,2.79,5.43,9.63,13.06,15.86,15.88,13.91,9.0,6.44,3.18,1.35,0.32,0.06,0.0,0.0,0.0,0.0,0.0,5.5,zm
0.0,0.0,0.13,0.77,1.88,3.0,5.16,7.73,4.39,3.28,4.24,3.59,3.38,3.95,5.73,6.96,8.56,8.13,8.48,7.52,6.08,3.68,2.41,0.79,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,v
0.0,0.01,0.05,0.1,0.13,0.09,0.09,0.11,0.1,0.11,0.15,0.11,0.1,0.11,0.16,0.27,0.51,1.31,2.74,5.57,9.31,11.43,14.14,15.45,15.21,10.54,7.84,3.02,0.99,0.2,0.02,0.0,23.0,zg
0.0,0.01,0.04,0.06,0.09,0.08,0.08,0.1,0.09,0.09,0.1,0.06,0.05,0.05,0.07,0.11,0.21,0.45,0.87,1.59,2.42,2.85,3.84,6.05,10.03,12.75,17.06,15.38,13.29,7.73,3.65,0.76,66.0,zg
0.0,0.01,0.13,0.36,0.57,0.61,0.97,1.64,1.74,1.71,2.34,2.15,2.36,3.25,5.62,7.74,10.64,11.59,13.04,12.23,9.79,5.56,3.59,1.6,0.69,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.017,zm
0.0,0.03,0.12,0.26,0.38,0.3,0.32,0.37,0.35,0.38,0.66,0.64,0.66,0.88,2.13,4.9,10.16,15.45,19.03,18.5,12.75,5.61,3.23,1.64,0.93,0.25,0.08,0.0,0.0,0.0,0.0,0.0,6.3,zm
0.0,0.03,0.12,0.26,0.37,0.29,0.31,0.36,0.35,0.37,0.56,0.48,0.47,0.67,2.01,5.14,11.0,16.82,20.45,19.16,12.16,4.72,2.46,1.03,0.37,0.04,0.01,0.0,0.0,0.0,0.0,0.0,7.1,zm
0.0,0.02,0.05,0.1,0.15,0.11,0.11,0.11,0.09,0.09,0.15,0.14,0.15,0.22,0.48,0.86,1.49,2.25,3.2,4.38,5.85,6.58,8.12,9.51,10.74,9.54,10.34,8.21,7.35,5.2,3.39,1.02,52.0,zg
0.0,0.01,0.04,0.08,0.11,0.08,0.08,0.08,0.06,0.05,0.06,0.05,0.05,0.07,0.12,0.18,0.29,0.41,0.62,1.09,2.41,4.85,8.72,13.86,17.16,14.93,14.05,8.9,6.34,3.43,1.54,0.31,81.0,zg
0.0,0.01,0.04,0.07,0.11,0.11,0.11,0.13,0.09,0.08,0.1,0.08,0.09,0.12,0.21,0.3,0.45,0.6,0.82,1.22,2.0,2.96,4.55,6.92,9.66,10.51,13.33,12.51,13.03,10.45,6.61,2.73,150.0,zg
0.0,0.02,0.04,0.07,0.11,0.11,0.12,0.14,0.11,0.1,0.13,0.11,0.11,0.13,0.21,0.3,0.44,0.57,0.76,1.04,1.61,2.33,3.62,5.68,8.28,9.53,12.72,12.56,13.74,11.83,8.68,4.78,170.0,zg
0.0,0.02,0.06,0.11,0.15,0.11,0.11,0.14,0.1,0.08,0.11,0.09,0.09,0.1,0.15,0.22,0.35,0.77,1.81,4.58,9.12,11.8,13.73,13.52,12.63,9.37,8.63,5.42,3.81,2.15,0.63,0.06,31.0,zg
0.0,0.01,0.1,0.25,0.36,0.28,0.28,0.29,0.25,0.29,0.49,0.52,0.7,1.24,2.97,5.13,8.37,10.57,12.42,11.76,9.43,6.11,5.33,4.77,4.8,3.92,3.92,2.62,1.73,0.85,0.22,0.02,5.3,zm
0.0,0.0,0.13,0.38,0.42,0.13,0.07,0.1,0.13,0.21,0.62,1.19,2.28,4.29,9.06,13.4,18.65,17.75,16.27,9.2,3.45,0.94,0.56,0.43,0.26,0.07,0.01,0.0,0.0,0.0,0.0,0.0,2.1,zm
0.0,0.0,0.12,0.35,0.4,0.12,0.08,0.13,0.19,0.33,0.95,1.58,2.54,4.22,8.04,11.4,15.7,15.7,15.63,11.21,6.14,2.39,1.43,0.81,0.41,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,zm
0.0,0.36,1.1,2.16,4.05,5.33,8.89,14.88,13.3,10.99,11.52,6.93,4.51,3.54,3.02,2.44,2.08,1.45,1.32,1.02,0.68,0.33,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,kz
0.0,0.02,0.05,0.08,0.1,0.06,0.07,0.07,0.06,0.07,0.15,0.2,0.23,0.27,0.36,0.45,0.64,0.95,1.53,2.82,5.46,8.45,12.39,15.61,16.32,11.58,9.75,5.85,3.96,1.95,0.48,0.03,48.0,zg
0.0,0.01,0.04,0.06,0.09,0.06,0.06,0.07,0.06,0.06,0.1,0.09,0.08,0.09,0.14,0.19,0.3,0.55,1.05,2.26,4.46,6.71,9.76,13.09,15.51,13.46,13.07,8.39,5.76,2.94,1.26,0.24,40.0,zg
0.0,0.22,0.99,2.21,4.13,5.36,7.69,11.08,9.77,9.24,12.59,9.27,6.65,5.3,4.39,3.41,2.77,1.83,1.59,1.01,0.39,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053,kz
0.0,0.15,0.73,1.68,3.11,3.86,5.73,8.47,7.76,8.64,15.72,13.48,9.88,7.29,4.95,3.12,1.99,1.15,1.03,0.76,0.37,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,kz
0.0,0.11,0.29,0.6,1.29,1.86,2.65,3.15,2.3,1.85,2.06,1.35,0.99,0.91,1.05,1.19,1.55,2.23,3.65,6.31,9.8,11.12,12.56,11.73,9.66,5.27,3.18,1.08,0.2,0.01,0.0,0.0,0.16,zg
0.0,0.07,0.16,0.24,0.53,1.1,2.43,4.94,5.85,6.26,8.42,6.55,5.5,5.56,6.65,6.96,7.43,6.04,5.87,4.97,4.19,3.03,2.72,2.11,1.46,0.61,0.32,0.04,0.0,0.0,0.0,0.0,0.003,v
0.0,0.32,1.0,2.17,4.44,5.65,7.3,8.87,7.56,7.24,9.3,6.69,5.14,4.76,5.13,5.01,5.09,4.03,3.79,2.94,2.04,0.97,0.45,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015,kz
0.0,0.34,1.46,3.43,6.8,8.79,11.6,14.75,12.14,10.07,10.3,5.85,3.58,2.68,2.21,1.73,1.43,1.01,0.93,0.62,0.23,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,kz
0.0,0.34,1.12,2.59,5.68,7.22,7.59,6.33,3.67,2.6,2.69,1.84,1.56,1.8,2.87,4.08,5.97,7.06,8.17,7.87,6.76,4.58,3.67,2.31,1.43,0.18,0.02,0.0,0.0,0.0,0.0,0.0,0.00054,kz
0.0,0.37,1.19,2.71,5.85,7.2,7.54,6.74,4.54,3.56,3.86,2.63,2.03,1.96,2.34,2.63,3.23,3.65,4.65,5.76,6.75,6.1,5.86,4.36,2.84,1.29,0.34,0.01,0.0,0.0,0.0,0.0,0.0008,kz
0.0,0.49,1.59,3.63,7.81,10.27,12.47,13.31,9.54,7.72,8.36,5.29,3.76,3.37,3.48,3.09,2.65,1.49,1.05,0.45,0.16,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5e-05,k
0.0,0.04,0.14,0.31,0.55,0.56,0.67,0.72,0.55,0.54,0.85,0.86,1.09,1.85,4.32,7.38,11.85,14.55,16.94,15.65,10.89,4.59,2.33,1.07,0.78,0.48,0.37,0.07,0.01,0.0,0.0,0.0,3.9,zm
0.0,0.01,0.04,0.07,0.09,0.05,0.05,0.05,0.04,0.03,0.06,0.06,0.07,0.1,0.2,0.33,0.57,1.04,1.86,3.56,6.31,8.64,11.79,14.8,16.58,13.4,11.67,5.66,2.26,0.54,0.08,0.0,49.0,zg
0.0,0.01,0.04,0.08,0.11,0.06,0.06,0.07,0.05,0.05,0.09,0.09,0.1,0.12,0.2,0.3,0.49,0.88,1.67,3.63,7.16,10.4,14.23,16.85,16.91,11.79,8.96,3.78,1.53,0.25,0.02,0.0,29.0,zg
0.0,0.01,0.04,0.07,0.1,0.06,0.05,0.06,0.05,0.05,0.1,0.1,0.1,0.11,0.18,0.31,0.61,1.38,2.66,4.91,7.63,8.86,10.71,11.94,12.74,10.71,10.9,7.55,5.1,2.33,0.54,0.03,25.0,zg
0.0,0.01,0.05,0.1,0.13,0.08,0.08,0.08,0.07,0.07,0.11,0.1,0.1,0.13,0.23,0.38,0.66,1.55,3.36,7.59,13.95,17.16,19.7,16.97,11.33,4.17,1.71,0.14,0.01,0.0,0.0,0.0,23.0,zg
0.0,0.01,0.04,0.07,0.09,0.06,0.06,0.06,0.04,0.04,0.07,0.07,0.07,0.09,0.14,0.2,0.3,0.47,0.81,1.92,4.84,8.69,13.28,16.95,17.58,12.85,11.03,6.06,3.08,0.9,0.14,0.0,55.0,zg
