F0_01-0_1,F0_1-0_2,F0_2-0_5,F0_5-1,F1-2,F2-4,F4-8,F8-16,F16-25,F25-35,F35-50,F50-63,F63-75,F75-88,F88-105,F105-125,F125-150,F150-177,F177-210,F210-250,F250-300,F300-354,F354-420,F420-500,F500-600,F600-707,F707-850,F850-1000,F1000-1190,F1190-1410,F1410-1680,F1680-2000,Kf,lithoclass
0.0,0.0,0.0,0.0,0.6,1.85,3.14,4.37,4.15,3.69,3.29,1.63,1.06,1.09,1.77,2.92,5.11,7.12,10.14,12.51,13.38,10.16,6.85,2.98,0.59,0.22,0.9,0.45,0.05,0.0,0.0,0.0,0.01,zm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.15,0.14,0.13,0.22,0.52,1.23,1.83,2.32,2.3,2.33,3.15,6.19,10.96,15.99,15.4,13.83,5.7,1.87,1.89,6.84,6.88,120.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147599,0.385832,0.6306,1.090574,2.140959,4.89793,9.445198,15.000708,16.425492,18.995558,14.950459,12.176582,3.500755,0.211754,0.0,110.0,zg
0.0,0.0,0.98,0.64,1.71,3.99,7.23,9.03,4.67,2.81,3.17,2.32,1.6,1.38,1.68,2.2,3.56,4.9,6.97,8.68,9.81,8.42,6.83,3.93,1.43,0.53,0.91,0.58,0.08,0.0,0.0,0.0,0.11,kz
0.0,0.0,0.0,0.0,0.0,0.570838,1.331931,0.927831,1.222273,1.248434,4.165509,6.101244,5.728871,5.170678,5.19754,5.065701,6.211393,6.886864,8.013395,8.32716,8.24264,6.534681,5.165529,3.470519,2.354792,2.02423,2.281888,1.803948,1.075165,0.383592,0.219431,0.273925,1.3,zm
0.0,0.0,0.399017,2.627506,2.768695,6.143686,10.275189,17.162321,17.957003,16.031526,14.488894,6.134225,2.791195,1.604745,1.191052,0.387516,0.03743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4e-06,kz
0.0,0.0,0.0,0.0,0.0,0.244976,0.612934,0.46355,0.646663,0.789068,3.11968,4.782627,4.479367,4.08818,4.417088,4.853961,6.527117,7.552852,8.899463,9.006338,8.301127,6.051426,4.34884,2.566859,1.844015,2.194831,3.039432,3.009792,3.010998,2.47545,1.813027,0.86034,3.3,zm
0.0,0.0,0.0,0.0,0.24,0.56,1.21,1.91,1.37,1.26,5.24,7.8,7.28,6.65,6.91,6.76,7.65,7.41,7.44,6.54,5.4,3.68,2.55,1.17,0.47,0.45,0.73,0.51,0.68,1.73,3.47,2.93,0.7200000000000001,zm
0.0,0.0,0.0,0.0,0.02,0.4,0.61,0.83,0.68,0.62,0.76,0.8,0.77,0.67,0.87,2.09,6.44,11.12,16.54,18.55,16.86,11.06,6.89,2.92,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,zm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004233,0.251201,0.238986,0.221407,0.497926,0.5647,0.451501,0.744945,2.517737,7.796371,12.579028,16.828324,16.340553,11.623393,5.984726,3.001046,2.26653,3.229412,4.368741,5.158369,3.601884,1.661046,0.067942,0.0,0.0,7.2,zm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034213,0.108036,0.129037,0.215569,0.708231,1.896807,3.853419,5.228235,6.933539,8.821463,11.820863,13.317746,17.234655,14.898071,12.289266,2.479094,0.031758,0.0,37.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.11,0.2,0.32,0.69,1.68,3.93,6.4,9.39,11.21,11.8,9.95,9.6,5.82,3.84,5.16,10.43,9.44,110.0,zg
0.0,0.0,0.12,1.16,0.82,1.25,1.72,2.0,1.89,2.44,7.07,8.83,7.91,7.14,7.2,6.44,6.47,5.99,6.46,6.62,6.47,4.92,3.53,1.59,0.46,0.45,0.82,0.24,0.0,0.0,0.0,0.0,0.54,zm
0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.53,0.36,0.37,0.35,0.43,0.78,0.94,0.89,1.01,4.72,10.98,19.8,23.97,20.75,9.81,3.82,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,zm
0.0,0.0,0.47,2.53,2.95,6.73,12.29,24.43,20.68,11.17,6.75,2.77,1.47,1.28,1.55,1.23,0.71,0.4,0.66,0.75,0.58,0.42,0.17,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3e-05,kz
0.0,0.0,0.35,1.26,1.82,4.56,9.51,15.08,9.11,5.44,6.47,4.92,3.91,4.01,5.25,5.91,6.5,5.61,4.81,3.03,1.42,0.7,0.3,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9e-05,kz
0.0,0.0,0.57,2.03,2.7,5.61,9.49,14.54,12.95,11.69,13.15,7.23,4.12,3.08,2.89,1.95,0.98,0.65,1.24,1.41,1.02,0.69,0.47,0.3,0.26,0.4,0.37,0.17,0.04,0.0,0.0,0.0,6.2e-05,kz
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.13,0.19,0.35,0.58,1.01,1.47,2.26,3.23,4.6,5.63,7.94,11.12,14.75,14.54,15.24,11.41,5.0,0.48,0.0,0.0,6.6,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.46,0.37,0.35,0.5,0.39,0.46,0.72,1.22,1.61,2.51,4.32,8.62,14.75,20.36,18.77,14.95,7.34,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,zm
0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.46,0.28,0.23,0.26,0.27,0.37,0.51,0.81,1.33,2.66,4.09,5.6,5.98,6.13,6.85,10.17,13.46,14.35,10.52,7.97,4.89,2.39,0.09,0.0,0.0,16.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.17,0.22,0.3,0.4,0.76,1.23,1.76,2.06,3.0,5.66,10.24,15.86,18.62,14.97,12.66,8.18,3.47,0.33,0.0,0.0,34.0,zg
0.0,0.0,0.5,2.04,2.71,6.75,14.12,25.43,19.57,10.75,7.56,3.36,1.69,1.31,1.4,0.87,0.1,0.0,0.32,0.56,0.37,0.24,0.2,0.15,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,kz
0.0,0.0,0.0,0.0,0.0,0.18,0.63,0.79,0.6,0.43,0.78,0.78,0.8,1.69,5.41,10.59,18.07,19.13,17.54,11.57,6.27,2.45,1.47,0.79,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,zm
0.0,0.55,1.57,3.04,7.42,15.17,20.23,20.4,11.71,7.2,5.79,2.6,1.28,0.93,0.9,0.71,0.4,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7e-05,v
0.0,0.18,0.37,0.49,1.16,2.26,3.94,5.97,6.05,6.58,9.53,7.35,5.79,5.25,5.39,5.24,5.62,5.29,5.76,5.62,5.04,3.32,2.37,1.22,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042,v
0.0,0.0,0.73,2.32,3.54,7.72,13.13,21.79,20.07,13.88,9.86,3.57,1.39,0.81,0.82,0.35,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7e-05,kz
0.0,0.0,0.78,2.02,3.31,7.74,14.47,23.68,19.35,11.98,8.55,3.62,1.68,1.12,1.08,0.58,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3e-05,kz
0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.48,0.38,0.24,0.42,0.66,0.42,0.49,3.08,8.23,17.95,21.81,21.72,14.63,7.19,1.48,0.47,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,zm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.82,0.26,0.04,2.75,8.65,19.57,23.06,21.73,13.7,6.47,1.54,0.7,0.33,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,zm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.24,0.26,0.34,1.06,3.28,8.33,13.38,18.8,20.64,18.05,10.33,4.89,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,zm
0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.46,0.41,0.35,0.31,0.48,0.4,0.15,0.5,3.05,10.19,16.44,21.84,20.95,14.98,6.75,2.42,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,zm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.33,0.35,0.1,0.38,2.84,10.11,16.7,22.59,21.99,15.74,6.79,1.97,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,zm
0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.49,0.36,0.41,0.85,0.65,2.64,6.28,14.42,19.81,21.6,15.4,9.48,4.22,1.37,1.0,0.67,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,zf
0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.45,0.33,0.37,0.85,0.73,2.51,5.86,13.58,19.05,21.24,15.68,10.23,4.85,2.09,1.19,0.66,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,zf
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.19,0.21,0.35,0.62,1.19,1.92,3.15,4.3,6.31,8.69,11.97,13.37,14.8,13.29,9.27,4.5,2.69,2.43,0.73,0.0,0.0,0.0,10.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.18,0.22,0.15,0.18,0.33,0.65,0.99,1.67,2.79,5.46,9.52,14.49,15.67,15.69,12.54,8.18,4.1,3.02,2.75,1.21,0.0,0.0,0.0,8.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.12,0.17,0.43,0.93,2.03,4.31,9.21,14.28,19.59,20.1,15.09,7.11,3.61,2.3,0.58,0.0,0.0,0.0,8.4,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.28,0.63,0.96,1.35,3.24,8.08,14.92,21.74,22.4,14.37,8.68,2.82,0.46,0.0,0.0,0.0,20.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.17,0.21,0.18,0.36,0.69,1.31,2.11,4.01,6.59,10.71,14.37,16.68,14.53,12.39,8.36,4.09,1.35,0.42,0.98,0.29,0.0,0.0,0.0,10.0,zm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.2,0.22,0.51,1.02,1.89,2.59,3.81,5.65,9.81,14.94,19.32,17.09,13.45,6.81,2.27,0.33,0.0,0.0,0.0,0.0,0.0,0.0,11.0,zm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.58,0.38,0.01,0.63,5.72,14.43,21.4,23.88,18.33,10.55,3.11,0.83,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,zm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,3.11,10.23,16.98,22.13,21.06,15.27,7.31,3.18,0.46,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,zm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.73,0.36,0.52,3.82,9.83,19.94,22.38,20.55,12.91,6.29,1.67,0.58,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,zm
0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.34,0.3,0.21,0.45,0.85,0.69,0.76,3.22,8.16,17.58,21.29,21.17,14.46,7.49,1.99,0.74,0.18,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,zm
0.0,0.0,0.43,2.35,2.66,6.88,14.29,27.74,19.8,9.28,5.66,2.56,1.35,1.15,1.42,1.17,0.74,0.46,0.68,0.7,0.43,0.21,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4e-06,kz
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.87,0.29,0.02,2.64,8.49,19.53,23.26,22.11,14.02,6.55,1.3,0.35,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,zm
0.0,0.0,0.19,1.95,1.13,2.29,4.38,7.79,7.67,7.75,10.97,9.31,8.62,8.95,9.66,7.1,3.88,1.87,2.09,1.98,1.23,0.84,0.32,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004599999999999,kz
0.0,0.0,0.43,2.33,2.67,6.13,11.22,20.76,17.5,10.75,8.42,4.06,2.19,1.69,1.77,1.29,0.71,0.49,0.96,1.16,0.99,0.85,0.75,0.58,0.49,0.58,0.64,0.48,0.12,0.0,0.0,0.0,1.6000000000000003e-05,kz
0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.75,0.68,1.26,2.34,6.69,12.53,17.26,21.22,16.51,7.52,1.92,1.59,2.72,3.06,2.39,1.08,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,zf
0.0,0.0,0.43,2.09,2.83,7.55,14.55,21.47,18.33,12.48,8.18,2.64,0.93,0.59,0.68,0.42,0.04,0.0,0.17,0.38,0.32,0.29,0.32,0.43,0.75,1.12,1.51,1.2,0.31,0.0,0.0,0.0,1.3e-05,kz
0.0,0.0,0.36,2.37,2.27,4.8,8.71,14.69,14.68,13.67,14.22,7.02,3.77,2.83,2.74,1.78,0.58,0.1,0.7,1.03,0.73,0.5,0.34,0.18,0.12,0.38,0.63,0.61,0.18,0.0,0.0,0.0,4.3e-05,kz
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.32,0.28,0.43,0.38,0.29,0.29,0.44,0.56,0.45,0.15,0.88,4.26,12.6,18.52,21.89,18.15,10.36,3.51,2.15,2.55,1.23,0.01,0.0,0.0,8.2,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,7.86,19.42,25.16,24.85,15.97,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.29,0.53,1.2,3.55,7.43,13.08,17.5,18.54,13.92,11.97,7.96,3.79,0.13,0.0,0.0,34.0,zg
0.0,0.0,1.18,2.79,4.87,9.3,14.58,20.53,16.18,13.23,11.74,3.99,1.01,0.25,0.29,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9e-07,kz
0.0,0.0,0.39,2.51,2.44,5.43,10.13,18.73,18.9,14.32,11.17,4.54,2.2,1.67,1.76,1.17,0.36,0.0,0.54,0.8,0.57,0.37,0.3,0.29,0.3,0.37,0.38,0.26,0.1,0.0,0.0,0.0,7.8e-06,kz
0.0,0.0,0.16,1.88,1.01,2.28,4.8,9.12,8.59,7.54,11.54,10.75,9.53,9.18,9.26,6.33,2.9,0.91,1.21,1.39,0.82,0.54,0.24,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,kz
0.0,0.0,0.43,2.02,2.34,5.04,8.98,14.21,13.32,11.8,12.24,6.44,3.79,3.04,3.02,1.99,0.7,0.2,0.89,1.33,1.06,0.74,0.6,0.59,0.77,1.06,1.37,1.2,0.76,0.06,0.0,0.0,2.5e-05,v
0.0,0.0,1.62,2.05,4.73,9.9,15.04,22.18,18.57,10.38,6.03,2.44,1.24,1.04,1.28,1.02,0.53,0.24,0.49,0.59,0.39,0.19,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,kz
0.0,0.0,0.92,1.1,2.39,5.22,8.41,12.13,9.6,5.22,2.95,1.16,0.56,0.48,0.7,0.72,0.72,0.99,2.28,4.53,7.61,8.83,9.09,7.09,4.02,1.42,0.76,0.87,0.25,0.0,0.0,0.0,8.2e-06,kz
0.0,0.0,0.66,1.97,3.2,7.31,12.33,17.46,13.64,8.55,5.66,2.18,1.02,0.81,1.03,0.97,0.91,1.02,1.77,2.66,3.74,4.12,4.04,2.81,1.27,0.42,0.3,0.14,0.0,0.0,0.0,0.0,9.4e-06,kz
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.19,0.35,0.5,0.7,1.89,4.88,10.24,15.98,19.72,16.49,12.5,7.31,3.76,1.96,1.36,1.64,0.5,0.0,0.0,0.0,11.0,zm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.34,0.5,0.87,2.81,6.74,12.83,17.72,18.63,13.54,11.48,8.16,5.61,0.62,0.0,0.0,60.0,zg
0.0,0.0,1.57,0.77,2.46,5.86,10.73,15.39,11.26,6.56,4.6,2.11,1.16,0.99,1.18,1.05,1.03,1.39,2.62,3.89,4.89,4.8,4.6,3.72,2.7,1.76,1.45,1.15,0.3,0.0,0.0,0.0,4e-05,kz
0.0,0.0,0.44,2.76,3.4,6.89,11.74,19.66,17.23,13.62,13.02,5.89,2.53,1.37,1.06,0.37,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7e-05,kz
0.0,0.0,0.75,2.54,4.39,9.04,14.89,22.68,17.54,10.62,6.94,2.85,1.75,1.76,2.13,1.54,0.57,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4e-07,kz
0.0,0.0,0.2,2.18,1.15,2.68,5.91,12.37,12.56,10.88,14.06,10.64,7.97,6.67,5.81,3.09,0.53,0.0,0.74,1.24,0.79,0.46,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012,kz
0.0,0.0,0.0,0.24,4.29,9.56,19.11,23.61,13.45,8.09,6.96,3.41,1.67,1.26,1.47,1.15,0.46,0.01,0.44,0.85,0.72,0.4,0.25,0.21,0.25,0.37,0.56,0.68,0.5,0.04,0.0,0.0,1.3e-05,v
0.0,0.0,1.27,2.43,4.24,8.8,16.74,22.17,12.89,8.66,8.82,4.94,2.89,2.27,2.2,1.39,0.28,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3e-05,kz
0.0,0.49,1.42,3.1,7.73,11.15,12.25,14.31,10.63,8.51,8.82,5.24,3.41,2.79,2.66,2.31,1.97,1.2,1.0,0.65,0.28,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7e-05,v
0.0,0.4,2.01,5.3,11.46,15.66,18.46,15.27,7.02,3.84,3.33,1.92,1.37,1.39,1.81,1.87,1.85,1.36,1.34,1.19,1.0,0.7,0.62,0.44,0.27,0.12,0.03,0.0,0.0,0.0,0.0,0.0,1.5000000000000002e-05,k
0.0,0.45,1.23,2.48,6.0,8.95,10.55,13.46,10.8,8.85,9.53,6.0,4.16,3.56,3.51,3.12,2.78,1.77,1.43,0.85,0.45,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,v
0.0,0.0,1.4,2.21,4.76,10.21,18.57,25.26,14.49,8.46,7.06,3.36,1.56,1.02,1.01,0.6,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3e-05,k
0.0,0.0,0.26,2.24,1.56,3.8,7.7,15.01,15.83,12.68,11.75,6.72,4.89,4.66,4.98,3.51,1.52,0.33,0.6,0.82,0.54,0.41,0.17,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034,kz
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.16,0.2,0.25,0.34,0.61,0.79,0.89,1.33,4.7,9.73,18.13,22.31,19.9,10.94,6.31,2.73,0.6,0.0,0.0,0.0,37.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.17,0.44,0.48,0.2,0.95,4.94,12.65,20.73,24.4,17.62,10.35,2.98,0.65,1.01,1.22,1.09,0.13,0.0,0.0,0.0,7.9,zm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.35,0.51,0.38,0.34,2.74,8.97,18.05,24.25,23.77,13.4,6.68,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,zm
0.0,0.0,0.18,2.1,0.96,1.76,3.73,7.91,9.89,13.03,20.21,12.74,7.41,5.18,4.31,2.57,0.94,0.45,1.36,1.82,1.41,1.01,0.69,0.32,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,kz
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.18,0.16,0.21,0.21,0.21,0.26,0.49,1.01,2.1,3.14,4.55,6.41,10.2,13.66,17.33,16.73,11.88,5.55,3.12,2.09,0.45,0.0,0.0,0.0,19.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.3,0.25,0.2,0.2,0.35,0.74,1.53,2.17,3.02,4.55,8.77,13.02,18.35,18.76,14.23,6.97,3.69,2.01,0.41,0.0,0.0,0.0,20.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.32,0.24,0.2,0.27,0.27,0.3,0.42,0.9,1.86,3.73,5.37,7.58,9.97,13.62,15.22,16.07,12.95,6.64,1.83,0.69,1.18,0.34,0.0,0.0,0.0,16.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.13,0.2,0.29,0.48,0.64,0.92,1.45,2.91,5.06,8.59,12.27,15.26,14.4,15.75,12.99,7.49,1.08,0.0,0.0,70.0,zg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.24,0.52,0.73,0.77,1.72,5.59,11.71,19.35,22.17,16.25,11.68,6.17,2.91,0.14,0.0,0.0,42.0,zg
0.0,0.01,3.64,0.79,3.51,9.38,21.71,29.6,16.83,8.01,4.4,1.41,0.34,0.11,0.16,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-05,k
0.0,0.0,2.16,1.53,3.36,6.73,12.85,19.2,16.06,12.93,11.52,4.83,2.11,1.35,1.28,0.78,0.09,0.0,0.41,0.6,0.38,0.24,0.18,0.21,0.31,0.37,0.33,0.14,0.04,0.0,0.0,0.0,0.00035,kz
0.0,0.0,2.09,1.39,3.3,7.57,16.84,19.09,13.11,12.42,13.43,5.98,2.38,1.2,0.87,0.31,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9e-05,kz
0.0,0.0,0.0,0.0,0.16,0.55,1.09,1.87,1.57,1.47,1.78,1.67,4.6,10.55,18.61,21.33,17.84,9.17,3.95,1.21,0.81,1.09,0.66,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,zf
0.0,0.0,0.3,2.12,2.0,4.97,10.2,21.07,21.88,15.29,11.5,4.73,2.1,1.4,1.41,0.96,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1e-05,kz
0.0,0.0,0.55,1.29,2.33,2.77,3.64,4.89,4.07,4.03,7.36,7.68,7.58,8.06,9.26,8.89,8.48,5.95,5.21,3.72,2.42,1.11,0.55,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00095,kz
0.0,0.85,2.87,5.83,11.69,16.0,19.4,19.76,9.76,4.83,3.61,1.76,1.02,0.83,0.77,0.57,0.39,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2e-05,k
0.0,0.01,0.03,0.05,0.07,0.06,0.06,0.06,0.04,0.02,0.01,0.0,0.0,0.0,0.02,0.09,0.26,0.69,1.24,2.03,2.87,3.27,4.45,7.24,12.15,15.4,19.38,15.3,10.14,4.19,0.85,0.03,70.0,zg
0.0,0.01,0.04,0.07,0.09,0.06,0.04,0.05,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.14,0.35,1.28,4.52,9.9,16.75,22.77,23.46,13.03,6.78,0.59,0.03,0.0,0.0,0.0,40.0,zg
0.0,0.01,0.03,0.05,0.08,0.07,0.07,0.08,0.05,0.03,0.02,0.0,0.0,0.0,0.01,0.03,0.1,0.36,0.86,1.94,3.62,5.04,6.96,9.24,11.91,12.22,14.4,11.8,10.18,6.48,3.52,0.84,55.0,zg
0.0,0.01,0.04,0.06,0.09,0.07,0.09,0.1,0.06,0.04,0.03,0.01,0.0,0.0,0.02,0.09,0.24,0.63,1.28,2.55,4.38,6.03,8.79,12.69,16.22,14.92,14.63,8.89,5.25,2.24,0.51,0.03,33.0,zg
0.0,0.45,1.76,3.97,7.72,9.79,12.53,15.41,11.86,10.55,12.34,6.98,3.58,1.92,0.89,0.23,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8e-06,k
0.0,0.55,2.14,4.84,9.64,12.44,15.66,18.31,12.64,8.77,7.69,3.77,1.87,1.03,0.51,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8e-06,k
0.0,0.62,2.53,5.6,10.66,12.99,14.95,16.61,11.23,7.67,6.77,3.59,2.16,1.63,1.31,0.9,0.55,0.19,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1e-05,k
0.0,0.45,1.58,3.31,6.18,7.73,10.44,14.42,12.2,9.91,10.35,6.41,4.37,3.58,3.17,2.46,1.8,0.84,0.54,0.2,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-06,kz
0.0,0.21,0.98,2.25,4.35,5.42,6.47,7.75,6.83,6.83,11.22,10.59,9.45,8.83,7.99,5.73,3.45,1.05,0.48,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8e-05,kz
0.0,0.31,1.25,2.87,5.72,7.46,9.48,12.22,10.67,10.14,12.38,7.98,5.24,4.0,3.27,2.53,2.0,1.15,0.85,0.37,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013,kz
