,F0_01-0_1,F0_1-0_2,F0_2-0_5,F0_5-1,F1-2,F2-4,F4-8,F8-16,F16-25,F25-35,F35-50,F50-63,F63-75,F75-88,F88-105,F105-125,F125-150,F150-177,F177-210,F210-250,F250-300,F300-354,F354-420,F420-500,F500-600,F600-707,F707-850,F850-1000,F1000-1190,F1190-1410,F1410-1680,F1680-2000,Kf,soil_class
0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.44,0.27,0.17,0.55,0.99,1.11,1.56,3.37,6.72,12.02,14.8,16.71,15.34,12.02,7.08,3.96,1.22,0.03,0.14,0.8200000000000001,0.28,0.0,0.0,0.0,0.0,1.4858552300484744,zs1
1,0.0,0.0,0.0,0.0,0.0,0.13,0.5,0.71,0.45,0.26,1.1,2.9,4.17,5.68,8.64,10.950000000000001,13.21,12.21,11.44,9.55,7.42,4.58,2.69,0.85,0.22,0.53,1.07,0.65,0.09,0.0,0.0,0.0,1.1206336402793113,zs1
2,0.0,0.0,0.0,0.0,1.180484,3.310811,6.148684,11.384298,13.802153,13.963776,16.434416,10.216399,6.592015,5.082698,4.545588,3.044961,1.517793,0.420923,0.45911,0.653565,0.616042,0.527417,0.098867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6925220182137456e-05,lz3
3,0.0,0.0,0.0,0.0,0.834981,2.636471,5.214237,9.331809,10.686697,11.913968,16.799845,11.734024,7.938548,6.250918,5.639346,3.820871,2.01807,0.816537,0.978048,1.226522,1.059082,0.76496,0.302733,0.032331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.254923237977367e-05,lz3
4,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.4,0.18,0.29,0.91,0.35000000000000003,2.9,7.66,17.96,23.61,22.91,13.13,5.44,1.18,0.81,1.2,0.85,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1520113152641356,zs1
5,0.0,0.0,0.0,0.0,0.13,0.39,0.53,0.67,0.43,0.59,1.2,1.05,3.5,9.17,17.83,22.56,20.89,11.61,4.79,1.23,1.02,1.35,0.99,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9125075248441693,zs1
6,0.0,0.0,0.343566,1.679248,2.158697,4.293405,6.36141,7.969974,5.66871,3.816793,3.029269,1.66511,1.376992,1.697824,2.728763,3.599857,4.552422,4.770644,5.756276,6.527511,6.935891,5.805081,4.933314,3.627163,2.544122,1.907889,2.209189,2.164859,1.68042,0.195602,0.0,0.0,8.625585201848716e-05,kz2
7,0.0,0.009237,4.15895,1.737989,6.188181,11.953715,14.058886,12.506444,8.674588,8.132397,9.950897,5.360769,2.570764,1.596676,1.485503,1.132445,0.639775,0.225785,0.324685,0.53953,0.702845,0.698219,0.697925,0.684678,0.658205,0.738968,1.371425,1.774646,1.316697,0.109176,0.0,0.0,2.433444192505524e-06,ks2
8,0.0,0.012295,3.893157,1.915831,6.662304,13.66105,17.302297,16.383595,11.595848,10.882929,10.749353,4.281394,1.403896,0.53299,0.425312,0.25854,0.03921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.735117665108168e-06,ks2
9,0.0,0.0,0.0,0.0,0.11,0.17,0.4,0.5,0.39,0.51,1.54,2.27,4.3,7.68,15.08,19.65,20.37,13.41,7.11,2.42,0.9400000000000001,0.92,0.71,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.87,0.9016045635691968,zs1
10,0.0,0.0,0.0,0.0,0.11,0.11,0.38,0.47000000000000003,0.33,0.49,1.27,1.47,3.96,8.12,16.81,21.37,20.78,12.38,5.7,1.62,0.81,0.9500000000000001,0.68,0.06,0.0,0.15,0.53,0.26,0.02,0.01,0.52,0.64,1.144237934246362,zs1
11,0.0,0.0,0.574847,2.471593,3.021215,6.287715,10.406882,14.767054,12.678399,10.465468,10.851298,7.232909,5.455707,4.822524,4.662763,3.06338,1.282527,0.171486,0.320293,0.565072,0.420553,0.278927,0.172884,0.026505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014995703347333555,ks4
12,0.0,0.0,0.02,1.09,0.63,1.21,1.83,2.23,1.52,1.57,2.8000000000000003,5.24,8.75,13.39,18.69,18.0,13.27,5.4,1.59,0.58,0.98,1.04,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1147689866188899,zs3
13,0.0,0.0,0.0,0.0,0.37,1.07,1.74,2.16,1.45,1.33,2.26,2.66,5.06,8.87,16.36,19.53,18.08,10.33,4.64,1.45,0.96,1.03,0.62,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03223512675110788,zs2
14,0.0,0.0,0.0,0.0,0.13,0.47000000000000003,0.8300000000000001,1.12,0.8,0.71,1.59,2.26,3.2,5.14,9.27,12.950000000000001,15.77,13.76,11.71,8.7,6.07,3.45,1.92,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5853886093810526,zs1
15,0.0,0.0,0.0,0.0,0.1,0.37,0.6,0.71,0.45,0.38,0.85,0.81,1.68,3.96,8.57,12.34,13.94,10.72,8.5,7.36,7.68,6.9,5.96,3.81,2.04,1.06,0.9400000000000001,0.26,0.0,0.0,0.0,0.0,0.630109468863093,zs1
16,0.0,0.0,0.0,0.0,0.13,0.61,0.9400000000000001,0.9,0.5,0.38,1.03,2.02,2.6,3.39,5.41,8.01,11.950000000000001,13.370000000000001,14.280000000000001,12.64,9.75,5.86,3.49,1.2,0.04,0.04,0.72,0.61,0.11,0.0,0.0,0.0,0.11444041091934523,zs1
17,0.0,0.0,0.0,0.0,0.12,0.57,1.0,1.16,0.59,0.36,0.88,1.54,1.96,2.8000000000000003,5.13,8.29,12.58,13.8,14.41,12.64,9.83,5.97,3.48,1.13,0.03,0.35000000000000003,1.03,0.35000000000000003,0.0,0.0,0.0,0.0,0.6446711902318255,zs1
18,0.0,0.0,0.0,0.0,0.0,0.31884,0.777857,0.899602,0.761209,0.9845,1.835854,2.510908,2.573071,2.714448,3.86176,5.962826,9.777253,11.544227,12.426722,11.120158,9.630599,7.10578,5.144201,2.794279,1.53597,1.612623,1.996953,1.654926,0.455438,0.0,0.0,0.0,0.12530318435956422,zs2
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.180231,0.172729,0.552669,1.270874,1.832645,2.775303,5.188406,8.512573,13.091167,14.401535,14.767121,12.436833,9.373495,5.757605,3.52906,1.445203,0.50934,1.15276,1.702231,1.123774,0.224446,0.0,0.0,0.0,0.9501248867941571,zs1
20,0.0,0.0,0.0,0.0,0.0,0.318591,0.762292,0.674364,0.433782,0.360485,0.495447,0.697744,0.854866,1.272142,2.654077,5.00734,8.680361,10.627045,12.206331,11.741185,10.286576,7.384705,5.647658,3.848704,2.873352,2.711175,3.273473,3.095449,2.752688,1.263733,0.076434,0.0,0.9359734897413244,zs1
21,0.0,0.0,0.117084,1.075401,1.052325,3.16233,5.813436,8.477344,5.822137,3.306315,2.619145,1.490824,1.235779,1.694168,3.006823,4.273217,5.7631,6.203464,7.236305,7.752871,7.808986,6.224924,5.045905,3.656057,2.786311,2.055847,1.60885,0.654721,0.056331,0.0,0.0,0.0,0.0003556749825483615,kz3
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029409,0.158714,0.265515,0.395905,0.538631,0.850033,1.326269,2.204099,3.172958,4.901033,7.08903,10.080015,11.736315,16.195432,15.934916,15.346327,9.085726,0.689674,0.0,23.866749103105665,zs1
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125487,0.123896,0.125214,0.238783,0.544281,0.935315,1.493899,1.907071,2.706308,3.821425,5.582453,6.751493,8.467958,9.630933,10.667293,10.189124,12.153773,10.645056,9.093222,4.505394,0.291622,0.0,3.955878403856562,zs1
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094276,0.143119,0.220382,0.401984,0.607591,0.96246,1.276311,1.801062,2.412075,3.365264,4.182274,5.853192,7.904719,10.694938,11.946589,15.526239,13.926914,12.572993,5.557405,0.550212,0.0,18.24872553995551,zs1
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083534,0.103614,0.103487,0.159513,0.259573,0.422864,0.543103,0.706989,0.850104,1.394632,2.702144,5.45636,8.925982,12.324952,12.767317,15.669886,14.551066,13.937641,8.391064,0.646176,0.0,32.321837372603675,zs1
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020621,0.103532,0.145037,0.303451,0.506354,0.824258,1.30914,2.500732,4.345634,7.624265,11.330152,14.668359,14.270734,15.877943,12.593292,10.277571,3.093044,0.205881,0.0,23.069592315599927,zs1
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007531,0.114704,0.280455,0.545048,0.869218,1.41276,1.867579,2.646413,3.618696,5.054354,5.852329,7.038386,7.72555,8.581057,8.679444,11.339219,11.167752,11.460817,8.196489,3.475785,0.066413,14.14031190590149,zs1
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012113,0.164966,0.311676,0.627173,1.018482,1.573464,1.932758,2.627034,3.560123,4.935064,5.626836,6.693803,7.309603,7.999482,7.866998,10.17078,10.42571,11.633753,9.442033,5.09017,0.977978,24.486691559638558,zs1
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026515,0.151272,0.310481,0.558065,0.784842,1.169615,1.648485,2.32997,2.722246,3.42265,4.299622,6.277201,8.822908,15.396028,18.143696,19.488218,13.01327,1.434916,0.0,27.728626523082927,zs1
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018985,0.113389,0.265496,0.436213,0.685025,0.911034,1.346532,1.872356,2.574096,2.97137,3.768754,4.668033,6.068147,7.150266,11.287353,13.837004,17.452339,14.944707,8.32808,1.300823,30.147901693293203,zs1
31,0.0,0.0,0.0,0.0,0.0,0.195931,0.479376,0.26943,0.461848,0.489974,1.159039,1.757119,2.588258,3.841573,6.058107,7.439112,8.345015,7.178084,6.476699,5.778922,6.141341,6.195283,6.489233,5.889949,5.275891,4.764573,5.435264,4.228349,2.756834,0.304797,0.0,0.0,1.7145504541027654,zs1
32,0.0,0.0,0.0,0.0,0.0,0.093342,0.389536,0.264978,0.376978,0.430486,0.987247,1.505448,2.216856,3.3769,5.549405,7.129859,8.319286,7.330507,6.750074,6.198277,6.643288,6.589043,6.760933,6.028903,5.356324,4.833606,5.425491,4.142132,2.80339,0.487504,0.010207,0.0,0.3174274884056016,zs1
33,0.0,0.0,0.0,0.0,0.0,0.222474,0.503168,0.415419,0.446688,0.650029,1.276772,1.822357,2.546824,3.485331,5.164686,6.175329,7.01003,6.204076,5.789244,5.445856,6.160811,6.426158,6.852031,6.414104,6.047377,5.528947,6.246538,4.937744,3.588912,0.632858,0.006236,0.0,0.23611198558232507,zs1
34,0.0,0.0,0.0,0.0,0.0,0.316252,0.637847,0.545304,0.51498,0.829259,1.849372,2.666304,3.508639,4.650889,6.670268,7.61739,8.152723,6.805218,6.091177,5.562712,6.059003,6.084507,6.260725,5.586021,4.886586,4.177874,4.459325,3.427339,2.360613,0.279676,0.0,0.0,0.3479279281619613,zs1
35,0.0,0.0,0.0,0.0,0.0,0.210566,0.462554,0.3292,0.430461,0.584788,1.4133,2.162687,2.9691,4.142859,6.263484,7.470606,8.186462,6.895427,6.231506,5.794211,6.470075,6.631017,6.89029,6.130518,5.30869,4.543169,4.840189,3.526502,1.957086,0.155253,0.0,0.0,0.3493345461141455,zs1
36,0.0,0.0,0.0,0.0,0.0,0.213859,0.475021,0.331792,0.428449,0.55528,1.429276,1.831248,2.626612,3.813795,5.81198,6.898019,7.666509,6.695709,6.239014,5.843349,6.494809,6.710598,7.105793,6.454621,5.658742,4.817605,5.181618,3.896886,2.53519,0.284227,0.0,0.0,0.4123979501153379,zs1
37,0.0,0.0,0.0,0.0,0.0,0.281521,0.605046,0.329723,0.505633,0.634562,1.406325,2.218284,3.091992,4.221286,6.183374,7.097781,7.451447,6.100307,5.445786,5.000713,5.591622,5.926536,6.508632,6.293556,6.121195,5.588199,5.933782,4.164058,2.521859,0.744773,0.032009,0.0,0.21261194443520898,zs1
38,0.0,0.0,0.0,0.0,0.0,0.226538,0.413703,0.369976,0.440469,0.506758,1.290835,1.796176,2.500676,3.522117,5.303994,6.317225,7.018914,6.074416,5.68052,5.449879,6.228771,6.523303,7.011178,6.616983,6.230363,5.516077,5.967764,4.572448,3.221453,1.146606,0.052857,0.0,0.21005868942361222,zs1
39,0.0,0.0,0.0,0.0,0.0,0.206079,0.355522,0.319394,0.340156,0.455182,1.092874,1.569084,2.264894,3.318779,5.210065,6.409907,7.251595,6.383958,6.119937,6.036186,6.908929,7.058559,7.404477,6.84692,6.273966,5.332625,5.454118,3.939876,2.592781,0.821571,0.032566,0.0,0.93641435421178,zs1
40,0.0,0.0,0.0,0.0,0.0,0.199125,0.349691,0.306898,0.35842,0.422076,1.395933,1.979608,2.771587,4.026166,6.262206,7.577446,8.327129,7.067553,6.495446,6.097642,6.752092,6.835976,7.040736,6.196831,5.322426,4.420542,4.471407,3.15647,1.957245,0.209347,0.0,0.0,0.4093807325539368,zs1
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074978,0.223872,0.45483,1.042445,2.14656,3.601644,5.446996,8.527563,10.453379,11.942983,10.552906,9.662208,8.274314,7.46837,5.891634,4.479947,2.370156,0.967213,1.135568,1.892905,1.820637,1.275615,0.271288,0.021989,0.0,2.2943610492911826,zs1
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004618,0.221975,0.35673,1.019184,1.829849,2.950977,4.651362,7.758451,9.955529,11.342331,9.612616,8.579926,7.827258,8.260333,7.552714,6.550571,4.29566,2.457743,1.803311,1.749852,1.018114,0.200897,0.0,0.0,0.0,2.1163418959658413,zs1
43,0.0,0.0,0.0,0.0,0.0,0.493193,0.454326,0.726416,0.54875,1.117541,2.845827,6.647452,10.330301,14.261451,18.500829,17.297319,13.455519,6.938253,3.191538,0.950111,0.627089,0.973742,0.610508,0.029835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.509259924557281,zs2
44,0.0,0.0,0.322519,2.279739,1.85064,4.931384,9.508311,17.791629,19.029793,15.63724,14.047176,6.529981,3.216933,2.013433,1.626095,0.949602,0.255988,0.009538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.122445112113895e-05,lz1
45,0.0,0.0,0.0,0.0,0.369572,0.515839,0.870696,1.146982,1.409286,1.994705,6.481468,12.531116,15.370093,16.432584,16.877812,11.429867,6.552132,2.680429,1.485331,0.920923,1.072068,1.245838,0.598278,0.014983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3466992400349977,zs3
46,0.0,0.0,0.0,0.0,0.400621,0.597994,1.002315,1.306722,1.442642,1.746523,7.068149,13.531652,15.40913,15.635825,15.328637,10.609131,6.412021,3.354939,2.232034,1.324927,1.076215,1.096709,0.392178,0.031635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1738908018249238,zs3
47,0.0,0.0,0.0,0.0,0.0,0.2172,0.502829,0.393948,0.414189,0.663489,1.341714,2.521909,5.470404,10.497644,17.510654,20.565455,19.034288,11.371563,5.37166,1.411178,0.789387,1.210336,0.690389,0.021765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.531435900513827,zs1
48,0.0,0.0,0.0,0.0,0.0,0.233301,0.525916,0.48835,0.395114,0.651939,1.175571,2.066658,5.234745,9.466199,17.271295,20.540935,19.544103,12.002618,5.945984,1.691398,0.741036,1.097336,0.867474,0.060028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6740621951994594,zs1
49,0.0,0.0,0.0,0.0,0.0,0.508992,0.487602,0.66516,0.477132,0.949558,1.701035,4.060749,8.227401,13.879881,20.146651,19.932194,15.340833,7.433833,3.210215,0.720057,0.378344,1.080599,0.759146,0.040618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5170849124430642,zs2
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.613713,0.388973,0.668592,1.195212,1.584933,4.594339,10.545945,18.962667,22.605789,19.992792,10.862188,4.53444,0.94205,0.692676,1.322201,0.464953,0.028537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8505625286406866,zs1
51,0.0,0.0,0.0,0.0,0.114321,0.28475,0.505275,0.568617,0.380094,0.366975,0.774077,1.87227,3.109213,4.659513,7.438366,9.684079,12.263875,12.246636,12.33791,10.641236,8.562714,5.866766,4.009574,1.498108,0.05134,0.036009,0.731845,0.670293,0.134725,0.0,0.451411,0.740009,1.1097772845760356,zs1
52,0.0,0.0,0.0,0.0,0.137449,0.420666,0.58706,0.620917,0.372038,0.345844,0.921714,2.870518,5.020219,7.522499,11.593137,13.925974,15.418082,13.039667,10.983384,7.509012,4.175806,1.858159,0.782354,0.069331,0.011766,0.515508,0.777266,0.443375,0.078255,0.0,0.0,0.0,2.29672424831818,zs1
53,0.0,0.0,0.0,0.499006,0.017517,0.0,0.064145,0.0,0.0,0.013551,0.318779,0.610968,0.863738,1.245737,2.220012,3.734954,6.539423,8.790576,11.569634,13.173816,13.958031,11.822658,9.93338,6.363636,2.95573,1.291186,1.123989,0.532148,0.008746,0.125165,0.986545,1.23693,1.9585322058727381,zs1
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086217,0.453053,0.643163,0.867005,1.670656,3.573282,7.774225,11.788876,16.169351,17.745302,16.249844,10.75931,6.660512,2.801095,0.618447,0.535221,0.766435,0.696161,0.141846,0.0,0.0,0.0,2.554327955814657,zs1
55,0.0,0.0,0.0,0.0,0.980132,2.627081,5.047686,9.043045,8.765109,8.356326,10.940538,7.938997,6.181168,5.901558,6.549843,5.614414,4.342851,2.956278,2.858967,2.636664,2.466457,2.160201,1.799418,0.983783,0.41245,0.43701,0.538657,0.373176,0.088192,0.0,0.0,0.0,0.0013509922219464377,lz3
56,0.0,0.0,0.0,0.0,0.101768,0.459187,0.728577,0.805521,0.47774,0.292061,0.244617,0.447569,0.920735,1.78357,3.908529,7.210661,12.549597,15.731895,18.150862,16.378334,11.656682,5.633966,2.370996,0.147132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7777825383868298,zs1
57,0.0,0.0,0.0,0.0,0.26523,0.775712,1.210658,1.370004,0.782967,0.596189,0.647467,1.478129,3.595507,6.659365,11.661508,14.882394,16.709714,13.955237,11.361554,7.326601,3.911398,1.872218,0.886733,0.051415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2035983581740384,zs1
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024017,0.134462,0.255635,0.462771,1.231353,2.748997,5.641084,9.243709,12.965131,13.66855,14.600237,13.609061,11.125598,6.808311,4.515252,2.270701,0.656101,0.03903,0.0,0.0,8.995273478113425,zs1
59,0.0,0.0,0.0,0.0,0.0,0.207311,0.408214,0.46315,0.286256,0.1617,0.061297,0.267572,0.215336,0.21713,0.860126,2.998359,7.438636,11.155963,14.565769,15.515731,15.035854,11.879292,9.469395,5.364982,1.456878,0.136344,0.740114,0.913295,0.181297,0.0,0.0,0.0,5.782030535445219,zs1
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136491,0.204836,0.219704,0.505568,1.659843,3.964016,7.789558,10.494313,13.416241,14.781305,15.008105,12.074616,9.56706,5.576223,2.041823,0.822344,1.037382,0.614405,0.086166,0.0,0.0,0.0,12.135279602650531,zs1
61,0.0,0.0,0.30705,1.67178,1.856074,3.67731,5.399958,7.155298,5.465832,3.84542,3.280568,1.941003,1.437247,1.599622,2.482425,3.381869,4.651014,5.212394,6.246063,6.70465,6.893675,5.935993,5.296616,3.846767,2.397802,1.67238,2.049327,1.828562,1.357115,0.871116,0.871945,0.663126,1.1068869770188738e-05,kz2
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018952,0.129118,0.349429,0.416091,0.578045,1.805342,6.018891,13.342941,22.821794,23.290234,19.453691,10.290513,1.484961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.601608819643758,zs1
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048102,0.266627,0.397648,0.394369,0.872176,3.397369,8.72994,17.314388,20.299153,20.329786,14.978917,7.579722,2.667382,1.712811,0.959414,0.052196,0.0,0.0,0.0,23.414270286734908,zs1
64,0.0,0.0,0.288089,2.196206,1.701194,3.18646,4.621832,7.299877,7.81944,7.858665,10.836183,9.79766,9.102139,9.038291,9.186071,6.317542,3.135515,1.131234,1.138665,1.309761,1.441383,1.341369,1.015498,0.227713,0.009213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013111664773434128,ks4
