,F0_01-0_1,F0_1-0_2,F0_2-0_5,F0_5-1,F1-2,F2-4,F4-8,F8-16,F16-25,F25-35,F35-50,F50-63,F63-75,F75-88,F88-105,F105-125,F125-150,F150-177,F177-210,F210-250,F250-300,F300-354,F354-420,F420-500,F500-600,F600-707,F707-850,F850-1000,F1000-1190,F1190-1410,F1410-1680,F1680-2000,Kf,soil_class
950,0.0,0.0,0.0,0.0,0.023199,0.347585,0.518374,0.691188,0.608809,0.756301,1.485258,1.684117,1.967743,2.604602,3.969051,5.113541,6.752795,7.561265,9.11678,9.87868,10.172026,8.750898,7.998199,6.341281,4.664031,3.39414,3.190006,1.988546,0.421584,0.0,0.0,0.0,0.4337846718493368,zs1
951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150342,0.602241,1.173214,2.988862,6.313613,12.485555,17.380832,20.033848,15.879917,11.325175,5.922824,2.667436,1.671915,1.293372,0.110854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.078990711400742,zs1
952,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.39,0.07,0.0,0.0,0.01,0.17,0.34,0.67,1.05,2.2,4.52,9.44,15.99,21.12,18.48,14.17,6.71,1.86,0.4,1.4000000000000001,0.72,0.08,0.0,0.0,0.0,5.71426647271806,zs1
953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142688,0.215893,0.272474,0.400131,0.695547,1.067787,1.774237,2.587016,4.214253,6.562559,10.107095,12.368019,14.967483,15.112756,12.898621,8.202305,5.686493,2.393955,0.330688,0.0,0.0,0.0,6.539392160832389,zs1
954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006413,0.095954,0.132393,0.248011,0.442213,0.870181,1.406224,2.467148,4.280519,7.665212,10.873131,14.915431,16.819802,15.845733,10.894217,8.104377,3.838819,1.094223,0.0,0.0,0.0,5.26047600231713,zs1
955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018239,0.098489,0.194452,0.526795,1.650931,3.554094,6.974528,11.434582,16.537479,17.459419,16.940391,12.457609,6.044436,2.134781,1.98671,1.671048,0.316017,0.0,0.0,0.0,5.395548134588732,zs1
956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072632,0.391146,0.614261,0.990271,2.202453,4.653895,9.235871,12.674136,15.777696,15.876359,13.983991,9.792225,6.953539,3.367416,0.562418,0.349896,1.235797,1.098582,0.167416,0.0,0.0,0.0,3.689257837788489,zs1
957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075267,0.173616,0.475472,1.123332,1.550381,1.961712,2.914149,4.346238,7.502662,10.337549,13.715428,15.010661,14.228144,10.207162,7.154976,3.781446,1.558827,1.177485,1.520743,1.02967,0.155078,0.0,0.0,0.0,2.7849237822613224,zs1
958,0.0,0.0,0.0,0.0,0.265295,0.805462,1.255796,1.464134,0.887775,0.555025,1.213636,2.261788,2.823399,3.494697,5.076529,6.756645,9.618201,11.090314,12.731328,12.234456,10.535886,7.330839,5.086665,2.378781,0.486409,0.424256,0.787848,0.389373,0.045462,0.0,0.0,0.0,0.07140579063134168,zs2
959,0.0,0.0,0.0,0.0,0.595525,1.439239,2.180882,2.881287,2.096347,1.657939,1.973315,1.716897,1.758112,2.017717,2.53064,2.574082,2.934677,3.582093,5.599349,8.323924,11.674767,12.352687,12.211126,9.20877,5.178475,2.29112,1.805774,1.197618,0.217636,0.0,0.0,0.0,1.1731712195799535,zs2
960,0.0,0.0,0.0,0.0,0.167177,0.681986,0.962395,1.157779,0.886589,0.862056,1.250307,1.542782,1.995724,2.508825,3.12391,2.793178,2.397784,2.439436,4.092118,6.899281,10.705346,12.256286,13.179872,11.394251,8.205702,4.763166,3.57537,1.850302,0.308377,0.0,0.0,0.0,0.5936540786834915,zs1
961,0.0,0.0,0.0,0.0,0.031192,0.580584,0.772346,0.876319,0.635599,0.52403,0.61833,0.513592,0.4746,0.582464,1.122225,2.301483,4.79023,7.163659,10.0228,11.754117,12.612418,11.061016,10.245986,8.06775,5.488008,3.456421,3.254746,2.442329,0.607755,0.0,0.0,0.0,1.5616255260147471,zs1
962,0.0,0.0,0.277634,1.52622,1.60718,3.201778,4.691476,6.225589,5.159651,4.020347,3.583735,2.034975,1.636398,1.901238,2.81932,3.588013,4.707181,5.224979,6.34786,7.093205,7.783011,7.034901,6.437787,4.940705,3.409946,2.159107,1.657307,0.812975,0.117483,0.0,0.0,0.0,3.209655708082229e-05,kz3
963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075368,0.181478,0.399768,0.773773,1.162276,1.85819,3.649847,6.322325,10.552067,12.947688,15.077475,14.541243,12.428765,8.491363,5.910234,2.925147,0.698944,0.391446,0.77504,0.704241,0.133322,0.0,0.0,0.0,3.2982205285946598,zs1
964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011706,0.257927,0.572183,0.907998,1.464748,2.954065,5.428746,9.755426,12.809239,15.792059,15.896152,13.73873,9.037839,5.79782,2.42331,0.221707,0.322133,1.138273,1.196268,0.273673,0.0,0.0,0.0,3.0616685221248257,zs1
965,0.0,0.0,0.0,0.0,0.0,0.0,0.309785,0.620044,0.6926,0.877744,1.541343,1.499132,1.298606,1.165811,1.328911,2.085755,4.736531,8.135525,12.630143,15.780486,17.013679,13.648158,10.267342,5.266447,1.101957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24333238323201306,zs1
966,0.0,0.0,0.029166,1.828133,0.730039,0.924306,1.348206,2.338117,3.247405,5.0995,14.050146,17.37666,16.049603,14.195214,12.324872,6.011098,1.579208,0.0,0.505334,0.98655,0.735983,0.555775,0.097349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223748580300012,zs4
967,0.0,0.0,0.333341,2.693458,2.078998,4.134762,8.027694,16.392779,17.937345,16.1274,15.643959,6.811661,3.035518,1.980072,1.82984,1.077202,0.313656,0.074583,0.338944,0.312821,0.056823,0.158952,0.560702,0.079488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000290463654702313,lz1
968,0.0,0.0,1.067832,4.118982,5.226872,10.882354,20.142234,27.21459,14.493315,7.114532,4.735486,1.87897,0.768141,0.481434,0.456501,0.214662,0.077014,0.055162,0.19486,0.25084,0.244099,0.218956,0.140963,0.022201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.416980100447529e-05,ks2
969,0.0,0.0,0.0,0.0,0.021457,0.414498,0.598745,0.824903,0.74539,0.731293,1.064,0.960698,1.045325,1.442156,2.375454,3.281348,4.53833,5.33929,7.21336,9.65518,12.923738,13.492456,13.276664,9.911015,5.42258,2.282949,1.694146,0.684312,0.060713,0.0,0.0,0.0,1.1838811588396416,zs1
970,0.0,0.0,0.19089,1.322632,1.16393,2.129451,2.976225,3.402531,2.622726,2.609568,4.055278,3.713942,3.75945,4.529147,6.253905,7.069193,8.087081,8.145438,9.208723,9.210538,8.31793,5.86279,3.834964,1.503284,0.030385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158065192317575,zs3
971,0.0,0.0,0.0,0.0,0.0,0.0,0.263725,0.371641,0.280958,0.335355,0.625665,1.142861,1.954565,3.200028,5.885168,9.345107,14.639307,17.004701,18.060253,14.379707,8.402122,3.130969,0.93886,0.039008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5649283677472305,zs1
972,0.0,0.0,0.0,0.0,0.0,0.067419,0.389867,0.442501,0.36866,0.399071,0.675304,1.165675,1.771889,2.668183,4.858937,8.239569,14.060529,17.312811,18.939481,15.350474,8.684839,3.585258,0.97323,0.046303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8421564342292829,zs1
973,0.0,0.0,0.0,0.0,0.030151,0.576692,0.844558,1.176679,0.989304,0.878138,1.075244,0.790805,0.656894,0.692608,0.957886,1.402287,2.670664,4.422768,7.375652,10.576621,13.718864,13.495764,12.851141,9.768435,5.997306,3.224348,2.908904,2.212473,0.685242,0.020573,0.0,0.0,0.6405451795896832,zs1
974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084,0.109489,0.179544,0.45406,1.213061,3.065639,5.324579,8.606493,11.79653,14.632187,13.974466,13.21179,10.251107,6.807963,4.110746,3.577539,2.23208,0.444327,0.0,0.0,0.0,3.577976141151405,zs1
975,0.0,0.0,0.413445,3.190748,2.488717,5.888095,11.393733,19.707054,16.615846,12.674801,11.891185,5.983561,3.066,1.982994,1.691289,1.041612,0.500241,0.234146,0.397661,0.34158,0.236729,0.204208,0.056356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.428140406612723e-05,ks4
976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014212,0.287584,0.546397,1.083331,2.031806,3.893843,5.662142,7.490874,7.731189,8.600708,9.235442,10.223356,9.727213,9.635248,8.06162,5.913962,3.891855,3.360309,2.130678,0.478231,0.0,0.0,0.0,4.740184714080676,zs1
977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013057,0.299666,0.534281,0.945248,1.7574,3.540766,5.577612,8.066136,8.945509,10.356494,11.191757,11.981381,10.613699,9.48006,6.810904,4.111805,2.416174,2.050905,1.129774,0.177373,0.0,0.0,0.0,5.789452294106441,zs1
978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09936,0.41686,0.848753,1.655142,3.085807,5.960628,8.795826,11.740566,11.922424,12.472944,11.78432,10.587061,7.841284,5.856237,3.190887,1.108283,0.665865,1.017425,0.804431,0.145897,0.0,0.0,0.0,3.4623990382823226,zs1
979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106981,0.49379,0.997197,1.755909,3.047862,5.626564,8.075362,10.607531,10.702875,11.240729,10.847893,10.250577,8.111804,6.477051,4.02893,2.230811,1.889515,2.155549,1.197167,0.155903,0.0,0.0,0.0,2.874088071412586,zs1
980,0.0,0.0,0.0,0.0,0.0,0.0,0.098705,0.360677,0.247211,0.203496,0.262867,0.229179,0.235418,0.265155,0.314993,0.34121,0.567951,0.908226,1.270492,1.346033,2.023613,5.448754,11.460146,19.445943,22.873452,16.935665,10.85945,3.978312,0.323051,0.0,0.0,0.0,25.80964722816121,zs1
981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090677,0.139418,0.228123,0.63834,1.474533,2.911136,4.593374,6.868745,9.173117,15.609766,18.358863,20.21227,14.708115,4.840811,0.152712,65.72472066838455,zs1
982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024478,0.243833,0.714265,1.707831,3.342403,5.975144,8.347786,13.37953,14.888484,17.272448,15.595538,12.27661,6.231651,85.84283511777745,zs1
983,0.0,0.0,0.0,0.0,0.0,0.0,0.185036,0.411943,0.405101,0.48412,0.919654,0.894042,0.907934,1.175048,1.91733,2.734609,3.895567,4.468904,5.370969,5.868819,6.447651,6.550226,7.829914,8.90947,9.666896,8.602559,8.900712,6.553688,4.672612,2.086798,0.140398,0.0,77.31233625809419,zs1
984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02796,0.175547,0.487021,0.924602,1.50473,1.756037,2.028441,2.028118,1.872848,1.850038,3.387307,7.043101,12.643362,14.90218,16.99422,12.262333,9.127681,5.615809,3.591803,1.776862,66.762493689648,zs1
985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005307,0.085129,0.128876,0.249406,0.362153,0.487564,0.520466,0.608167,0.652987,0.667783,0.843994,1.970175,5.312805,10.816321,14.983605,20.284221,17.519444,14.718566,8.378788,1.385348,0.018895,61.78819263879629,zs1
986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079103,0.321482,0.412225,2.004668,3.514037,4.027273,4.7173,6.65415,8.780226,12.289163,13.533403,14.311968,12.076666,8.686207,5.034949,2.921739,0.635441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7985520955209463,zs1
987,0.0,0.0,0.0,0.0,0.0,0.0,0.028957,0.337973,0.375177,0.489369,2.051644,3.406732,3.832048,4.5431,6.63599,8.966498,12.351477,13.109069,13.503489,11.425546,8.431582,5.057771,3.087515,1.059417,0.033592,0.02462,0.477041,0.594551,0.176842,0.0,0.0,0.0,0.8327084477686284,zs1
988,0.0,0.0,0.0,0.0,0.0,0.0,0.181083,0.424856,0.392942,0.318949,0.802973,0.798788,1.090307,2.958031,7.147959,13.453625,18.983199,17.911649,15.009034,9.890729,5.11476,2.284166,1.156887,0.245395,0.013916,0.611588,0.939692,0.269473,0.0,0.0,0.0,0.0,4.740940281412279,zs1
989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149736,0.289566,0.298074,0.586018,0.749956,0.961443,1.622971,3.545317,6.394387,10.206672,11.419293,11.992431,10.71505,9.388254,7.724212,7.29769,5.924605,4.167599,2.794081,2.335048,1.23418,0.203418,0.0,0.0,0.0,4.3362838681250135,zs1
990,0.0,0.0,0.0,0.0,0.952595,2.33612,4.802625,9.243621,9.974072,9.951055,11.429549,6.42281,3.817374,2.845692,2.68638,2.4861,3.183716,4.085805,5.573964,6.149166,5.935529,4.349613,2.823822,0.936927,0.013464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019433212464798792,lz3
991,0.0,0.0,0.0,0.6874,0.012574,0.0,0.0,0.0,0.075611,0.176349,0.715817,1.636682,2.105167,2.641211,4.188064,6.648318,11.111832,13.785617,15.85284,14.566628,11.335489,6.774986,3.922525,1.039204,0.01245,0.036545,0.760798,0.704745,0.155257,0.0,0.388613,0.665278,0.9368262458711003,zs1
992,0.0,0.0,0.0,0.0,0.0,0.0,0.173582,0.026499,0.073106,0.156235,0.645326,1.445294,1.735019,2.002295,2.991864,4.856354,8.763124,11.855626,15.023186,15.584121,13.984047,9.512239,6.206712,2.718656,0.548816,0.45375,0.80917,0.395654,0.039325,0.0,0.0,0.0,1.4986864590225717,zs1
993,0.0,0.0,0.222641,1.658672,1.221293,2.320532,3.511492,5.23062,5.442293,5.710621,8.891613,6.902381,4.808931,3.705309,3.278055,2.586801,2.769665,3.540386,5.237796,6.357641,6.839844,5.841277,5.013234,3.501078,2.129155,1.367265,1.220028,0.611524,0.079851,0.0,0.0,0.0,0.0002651212032289681,kz3
994,0.0,0.02,0.06,0.11,0.14,0.09,0.08,0.1,0.07,0.06,0.09,0.08,0.09,0.12,0.23,0.36,0.57,1.03,2.07,4.85,9.86,13.61,17.01,17.11,14.52,8.14,5.2,2.06,1.22,0.6900000000000001,0.32,0.05,55.961167285519856,zs1
995,0.0,0.0,0.13,0.67,1.01,0.79,1.02,1.85,2.31,2.56,4.02,5.28,7.8,11.52,17.01,17.52,15.72,6.5,2.65,0.32,0.02,0.03,0.16,0.46,0.41000000000000003,0.2,0.04,0.0,0.0,0.0,0.0,0.0,6.5922436875051815,zs3
996,0.0,0.0,0.05,0.59,0.86,0.6,0.65,0.96,1.22,1.58,3.2,5.3100000000000005,9.09,14.09,20.13,19.74,15.620000000000001,4.44,1.4000000000000001,0.14,0.13,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40416110614561834,zs2
997,0.0,0.0,0.64,1.72,2.99,3.41,5.41,14.200000000000001,15.71,11.71,11.03,6.98,5.21,4.75,4.78,4.09,3.34,1.77,1.26,0.66,0.32,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00170436087149184,lz3
998,0.0,0.01,0.04,0.06,0.09,0.08,0.08,0.1,0.07,0.06,0.07,0.05,0.05,0.05,0.09,0.14,0.25,0.48,0.85,1.56,2.65,3.67,5.28,7.45,10.06,11.01,14.200000000000001,13.36,13.44,9.55,4.29,0.88,61.27482909829794,zs1
