,DT,RF,XG,LR,SVR,ANN
training_set,0.8110400816299744,0.12716453507254807,0.004575075632348393,0.8709434726567256,0.147974167872477,0.05020766531541108
testing_set,1.028322686166708,0.8770303169227187,1.0881391362303914,0.8764848136255288,0.9064412308223629,1.2128506514840744
full_set,0.8544966025373212,0.2771376914425822,0.22128788775195696,0.8720517408504858,0.2996675804624542,0.28273626254914375
