,DT,RF,XG,LR,SVR,ANN
training_set,0.28542079418285593,0.9054798257409251,0.9938710686267476,0.2673698006084916,0.7595313056522796,0.28578580682936017
testing_set,0.27131101336861163,0.42719694729786717,0.35770845322176337,0.299926514524822,0.2863538568958741,0.2769995907712982
full_set,0.28333463119592284,0.8035565553159361,0.8581485472989332,0.2752636604822186,0.6588860972573478,0.2848349973938935
