,DT,RF,XG,LR,SVR,ANN
training_set,0.8121989458423431,0.9630458900970482,0.9754897554656479,0.6982034863499389,0.914807370624614,0.9491807416017188
testing_set,0.6516918388809471,0.7579587356811517,0.6854314449518522,0.7107786055115584,0.6843248577710396,0.6571176644883194
full_set,0.7842728469077007,0.9273357294320266,0.9249804666711545,0.7004346191720853,0.8746812859575074,0.8983259230796075
