,DT,RF,XG,LR,SVR,ANN
training_set,0.1389415285624177,0.027339891885108228,0.018133502265555195,0.22327919888110173,0.06302836904062738,0.03759779450619115
testing_set,0.2170644187714195,0.15083926310906182,0.19603801514703126,0.1802417539950627,0.19672763637913576,0.21368306337039916
full_set,0.15458489743770187,0.052069471330433874,0.05375719606563428,0.2146613581432478,0.08980038108135094,0.07285720192157374
