,DT,RF,XG,LR,SVR,ANN
training_set,0.005067904038205187,0.01317154479710412,0.00045142312561499497,0.10013413746496522,0.032370675702827895,0.06265950090900943
testing_set,0.19936469016489275,0.1107802626932477,0.11858011052951627,0.1320997225106618,0.12509786282539975,0.11292208427422704
full_set,0.04397121981244014,0.03271537179667133,0.0241038865537717,0.1065344865069203,0.05093709212895371,0.07272338920724869
