,DT,RF,XG,LR,SVR,ANN
training_set,0.26472788759488464,0.08597117920829545,0.02723304055890683,1.5955771888429224,0.535993106027673,0.534815275144451
testing_set,0.8470315566269713,0.6409587587105662,0.756372851964773,1.6092640777853697,0.5375575390726675,0.5312527670192589
full_set,0.38123933367380636,0.1970170284490067,0.1731245029325169,1.5983157586095476,0.5363061288816572,0.5341024632639696
