,DT,RF,XG,LR,SVR,ANN
training_set,0.0007731282740804181,0.00010981023358262019,3.1118139254576216e-05,0.0008970479101147971,0.001220720710082773,0.0009918095368840426
testing_set,0.0007804908042559756,0.000597634645587898,0.0006163401451031658,0.0008181482506595233,0.0010852533019346858,0.0009383069464475414
full_set,0.0007746024458463386,0.00020748548349770412,0.00014829494359303816,0.0008812501276220558,0.0011935965797182802,0.0009810969141382723
