,DT,RF,XG,LR,SVR,ANN
training_set,0.9369026618549685,0.979508949304449,0.9935090617597029,0.6196975153030077,0.8722471645821144,0.8725278981088747
testing_set,0.7997009309532559,0.8484313345085648,0.8211391571949485,0.6194544416805818,0.8728828060856623,0.8743737068236213
full_set,0.9092767131746481,0.953115980428318,0.9588016698468951,0.6196497942421604,0.8723755644837135,0.8728999694184669
