,DT,RF,XG,LR,SVR,ANN
training_set,0.8971792055437761,0.9659294401008164,0.9985065164258767,0.6632871683209761,0.784719597678857,0.7729328930045487
testing_set,0.5722469935516644,0.6737208225442791,0.6315898790091854,0.6263965584470353,0.7129625495973944,0.7043508657124223
full_set,0.8316067799977467,0.9069246905196673,0.9243907223166723,0.6560432162751764,0.770357687773197,0.7592196112621747
