,DT,RF,XG,LR,SVR,ANN
training_set,0.4239550597134256,0.9096808053367499,0.9967505315345869,0.38140840130707643,0.8949006681337532,0.9643397752791465
testing_set,0.30348356276587285,0.4059588104912256,0.262967933531184,0.4063282976358441,0.386037840896027,0.17849676367849165
full_set,0.39996294682905065,0.8053908193408601,0.8446091749518586,0.38763553273499685,0.7895700797666941,0.8014594402121731
