,DT,RF,XG,LR,SVR,ANN
training_set,0.9006706179332475,0.9620507487121506,0.9895868062950264,0.6587025035468583,0.7505582017897081,0.7566342414900713
testing_set,0.5553491793727942,0.6422316992758443,0.6019370418362476,0.6281940790466549,0.681865208374866,0.6816847124022285
full_set,0.8309774375150244,0.8974711202725858,0.9112884531971889,0.6527505760589253,0.7368363204854819,0.7416447958520411
