,DT,RF,XG,LR,SVR,ANN
training_set,1.3652469412861898,0.18058652945193732,0.01170969535996686,1.399734460044025,0.45943003485231354,1.3645495624720374
testing_set,1.505671261294447,1.1835681760778511,1.3271504593846044,1.4465437892056738,1.474588621646147,1.4939171005070453
full_set,1.3934395477328603,0.3819524099126387,0.27580713775366006,1.4091322409626676,0.663240646267444,1.3905223290596282
