,DT,RF,XG,LR,SVR,ANN
training_set,0.3981657242822346,0.05974918079784728,0.003999049068984445,0.6987988137124614,0.1596036457946722,0.1412684585870435
testing_set,0.5849724525792731,0.4640302806338248,0.4955722233219527,0.7143611620683158,0.632282698147227,0.5631360234054924
full_set,0.43554333876187284,0.1406406092213751,0.10235649455961757,0.7019126386937439,0.2541806214341231,0.22567871159556832
