,DT,RF,XG,LR,SVR,ANN
training_set,0.9878506866740685,0.9684237855491766,0.9989178009381546,0.7599478992671281,0.9223976068368777,0.8497860449505172
testing_set,0.5276715978970407,0.7375429700255822,0.7190638217766929,0.6870335925579434,0.7036221729838634,0.7324686353272116
full_set,0.8949025699092954,0.9218056375293159,0.9423883043771599,0.7453675200354005,0.8782531505407102,0.8261808213242794
