,DT,RF,XG,LR,SVR,ANN
training_set,0.28904658433383434,0.8990206887291478,0.9713843767794798,0.17509254661410412,-0.12255053592504006,0.08795163548158791
testing_set,0.2320076190265864,0.41193560268171747,0.3935296444927264,0.19495320177126896,-0.06787455120192343,0.07671867246010111
full_set,0.2790669962319571,0.8068904459850647,0.8619798843891724,0.17980855213621205,-0.11089652778383319,0.08687979351207242
