,DT,RF,XG,LR,SVR,ANN
training_set,0.04289015399116889,0.01421202363169326,0.0006229842982267474,0.14045471325028927,0.08980099459128134,0.09471764186290638
testing_set,0.18054989964182697,0.1377188981884185,0.1555019120127653,0.15769395623494256,0.1211553912710974,0.12479028953654446
full_set,0.07045324786013549,0.038941341274838476,0.03163381032251784,0.1439064621284382,0.09607896768214948,0.10073897516407601
