d5,d10,d16,d17,d20,d25,d50,d60,d75,d84,d90,d95,perc_lutum,perc_silt,perc_sand,soil_class,litho_main
0.004236092122075604,0.007443164400335446,0.011087220120247598,0.011783253771092132,0.014144673083962242,0.017615999234046324,0.03515972338710208,0.043681753879906644,0.06097942213301255,0.07731583007060858,0.0946846526246075,0.120045666332828,10.639979,65.801042,23.55897899999998,lz3,L
0.004901247261015088,0.008820387500831472,0.013773317506627053,0.014835324196879815,0.017381040380604423,0.021416999055274152,0.042714242399426734,0.05260849267063585,0.07163422433145551,0.08983377389825922,0.10999845466077682,0.15558082970913212,8.685689,60.46634300000001,30.847966,lz3,L
0.07401452108681886,0.08286701067938228,0.09074194827375293,0.09163873170707161,0.09438260954926786,0.09913952468943442,0.1209590072837239,0.13064471665645352,0.14720910000085913,0.1630958312715949,0.17591006673086662,0.20395131012335804,0.19,2.1300000000000003,97.7,zs1,Z
0.06303139142789659,0.077000351170779,0.08549006670601629,0.08699336850063133,0.09006366383171446,0.09463682506073937,0.11746023767396618,0.12714558179910315,0.14492960970504473,0.1612202829852599,0.17561758606766545,0.20746709301191257,1.05,3.9400000000000004,95.00999999999999,zs1,Z
0.005117046541639213,0.017130715626406032,0.047731838434051696,0.05162631051646371,0.06075115955348157,0.07084860862957924,0.10222056862895819,0.1137648547245034,0.1348488390618155,0.15194495909588712,0.1732147945661349,0.2219362796365052,6.76,13.909999999999995,79.32,zs3,Z
0.007773290029138425,0.02757786782254345,0.05403976117291546,0.056781393046252425,0.06445769244339644,0.07319219617949352,0.10390893309671413,0.11618413697906146,0.140335547868566,0.16464755460340075,0.19861523589176472,0.2651270049269906,5.09,14.010000000000002,80.9,zs3,Z
0.08377650504650744,0.10818011952892402,0.12581795440334828,0.12774093129415,0.1336880080259502,0.14422141181329537,0.191331329626113,0.2121591857206209,0.2521325900686915,0.28901215471423886,0.32588341473600646,0.3770307723580936,0.39,2.42,97.17999999999998,zs1,Z
0.05794280160128001,0.07431327575551365,0.08818007834210899,0.09000125432838094,0.09569358116758991,0.10577188899989644,0.15266677941672505,0.17483000374893895,0.22040974988712864,0.2632387351023001,0.3074635890868755,0.3796331176312459,0.63,5.42,93.94999999999999,zs1,Z
0.05754243306345201,0.07442442095793755,0.08464070698220952,0.08642084893555715,0.09022299276349781,0.09566442392615779,0.12214930133218971,0.13355954264489636,0.15380580469599142,0.17187617658151735,0.1930967844365148,0.2341350956369062,0.68,5.210000000000001,94.10999999999999,zs1,Z
0.06403471259663993,0.07711093446702015,0.0867785868578598,0.0882685488867102,0.09109519092516978,0.09600884008005692,0.12011111154803755,0.13073185870301146,0.14912081015717837,0.16767091989177632,0.1876606531019896,0.24024025022635098,0.6,4.03,95.37000000000003,zs1,Z
